project_id,project_name,sector,ministry,implementing_agency,contractor_name,state,original_cost_crore,revised_cost_crore,cost_overrun_pct,has_cost_overrun,start_date,planned_duration_months,actual_duration_months,planned_completion_date,expected_actual_completion_date,delay_months,is_delayed,physical_progress_pct,expenditure_pct,expenditure_crore,fund_utilization_pct,milestones_total,milestones_completed,delay_reasons,status,risk_score,risk_label
PRJ00083,Maharashtra Renewable Energy Infra Development Phase-83,Renewable Energy,Ministry of New & Renewable Energy,HUDCO,Larsen & Toubro Infra,Maharashtra,1053.94,1516.03,43.84,True,2022-04-23,48,92,2026-04-02,2029-11-12,44,True,37.6,83.5,1266.15,100.0,6,2,Rehabilitation & resettlement issues,Delayed,73.9,High
PRJ00084,Maharashtra Telecommunications Infra Development Phase-84,Telecommunications,Ministry of Communications,IFFCO,Shapoorji Pallonji Infra,Maharashtra,1449.43,1258.74,0.0,False,2020-10-04,48,48,2024-09-13,2024-09-13,0,False,100.0,88.0,1107.77,76.4,4,4,None,Completed,3.3,Low
PRJ00085,Maharashtra Petroleum & Natural Gas Infra Development Phase-85,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,IFFCO,GMR Infrastructure,Maharashtra,2818.1,2000.69,0.0,False,2020-06-25,84,84,2027-05-20,2027-05-20,0,False,91.8,62.9,1259.22,44.7,6,6,None,On Track,1.6,Low
PRJ00086,Maharashtra Renewable Energy Infra Development Phase-86,Renewable Energy,Ministry of New & Renewable Energy,PowerGrid,Sadbhav Engineering,Maharashtra,746.12,1048.74,40.56,True,2017-04-11,36,57,2020-03-26,2021-12-16,21,True,85.7,100.0,1418.65,100.0,4,3,Monsoon/weather delays,Delayed,49.3,Medium
PRJ00087,Maharashtra Education Infrastructure Infra Development Phase-87,Education Infrastructure,Ministry of Education,RVNL,KNR Constructions,Maharashtra,539.09,5879.22,990.58,True,2022-02-09,48,65,2026-01-19,2027-06-13,17,True,69.9,19.7,1158.24,100.0,10,7,Price escalation of raw materials,Delayed,100.0,High
PRJ00088,Maharashtra Housing Infra Development Phase-88,Housing,Ministry of Housing & Urban Affairs,SAIL,Larsen & Toubro Infra,Maharashtra,1986.08,2184.27,9.98,True,2019-09-27,48,53,2023-09-06,2024-02-03,5,True,73.8,52.2,1139.17,57.4,6,4,Change in project scope,Delayed,20.8,Low
PRJ00089,Maharashtra Water Supply & Sanitation Infra Development Phase-89,Water Supply & Sanitation,Ministry of Jal Shakti,Coal India Ltd,Larsen & Toubro Infra,Maharashtra,2075.58,1346.36,0.0,False,2018-12-22,84,84,2025-11-15,2025-11-15,0,False,100.0,74.5,1002.68,48.3,12,12,None,Completed,0.4,Low
PRJ00090,Maharashtra Urban Development Infra Development Phase-90,Urban Development,Ministry of Housing & Urban Affairs,IRCON,Shapoorji Pallonji Infra,Maharashtra,2771.45,2430.31,0.0,False,2019-10-18,60,79,2024-09-21,2026-04-14,19,True,88.6,17.2,419.02,15.1,4,4,Contractual issues; Price escalation of raw materials,Delayed,26.4,Medium
PRJ00091,Maharashtra Urban Development Infra Development Phase-91,Urban Development,Ministry of Housing & Urban Affairs,IFFCO,Larsen & Toubro Infra,Maharashtra,2408.23,1994.07,0.0,False,2022-12-16,48,48,2026-11-25,2026-11-25,0,False,74.0,79.6,1587.7,65.9,12,9,None,On Track,3.6,Low
PRJ00092,Maharashtra Education Infrastructure Infra Development Phase-92,Education Infrastructure,Ministry of Education,IRCTC,Larsen & Toubro Infra,Maharashtra,2120.69,1861.35,0.0,False,2021-12-18,36,36,2024-12-02,2024-12-02,0,False,98.7,46.4,863.98,40.7,12,12,None,Completed,2.4,Low
PRJ00093,Maharashtra Telecommunications Infra Development Phase-93,Telecommunications,Ministry of Communications,State PWD,Megha Engineering (MEIL),Maharashtra,1135.25,1515.77,33.52,True,2022-01-01,48,64,2025-12-11,2027-04-05,16,True,75.5,86.3,1308.48,100.0,6,5,COVID-19 related disruption; Contractual issues,Delayed,36.8,Medium
PRJ00094,Maharashtra Petroleum & Natural Gas Infra Development Phase-94,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,NMDC,Reliance Infrastructure,Maharashtra,2042.41,1469.09,0.0,False,2020-02-10,24,29,2022-01-30,2022-06-29,5,True,86.3,100.0,1497.54,73.3,12,10,Shortage of skilled manpower; Contractual issues,Delayed,9.5,Low
PRJ00095,Maharashtra Urban Development Infra Development Phase-95,Urban Development,Ministry of Housing & Urban Affairs,RVNL,Larsen & Toubro Infra,Maharashtra,2115.9,704.46,0.0,False,2020-03-16,24,24,2022-03-06,2022-03-06,0,False,96.5,90.0,633.94,30.0,6,6,None,On Track,3.9,Low
PRJ00096,Maharashtra Coal Infra Development Phase-96,Coal,Ministry of Coal,IRCTC,J Kumar Infraprojects,Maharashtra,1107.77,4472.85,303.77,True,2020-08-02,36,74,2023-07-18,2026-08-31,38,True,66.9,15.0,669.98,60.5,12,8,Contractual issues,Delayed,100.0,High
PRJ00097,Maharashtra Civil Aviation Infra Development Phase-97,Civil Aviation,Ministry of Civil Aviation,Coal India Ltd,NCC Limited,Maharashtra,4679.87,2984.86,0.0,False,2021-04-18,36,55,2024-04-02,2025-10-24,19,True,71.6,24.4,728.01,15.6,6,4,Funding constraints,Delayed,24.0,Low
PRJ00098,Maharashtra Water Supply & Sanitation Infra Development Phase-98,Water Supply & Sanitation,Ministry of Jal Shakti,State PWD,HCC (Hindustan Construction),Maharashtra,2344.68,2571.67,9.68,True,2020-09-17,60,92,2025-08-22,2028-04-08,32,True,62.7,68.3,1755.41,74.9,12,8,Poor contractor mobilization; Land acquisition delay,Delayed,37.0,Medium
PRJ00099,Maharashtra Renewable Energy Infra Development Phase-99,Renewable Energy,Ministry of New & Renewable Energy,State PWD,GMR Infrastructure,Maharashtra,913.62,1974.65,116.13,True,2021-05-15,48,88,2025-04-24,2028-08-06,40,True,62.2,24.5,483.45,52.9,12,7,Price escalation of raw materials,Delayed,100.0,High
PRJ00100,Maharashtra Housing Infra Development Phase-100,Housing,Ministry of Housing & Urban Affairs,NHAI,Shapoorji Pallonji Infra,Maharashtra,2779.16,1114.99,0.0,False,2020-12-11,48,48,2024-11-20,2024-11-20,0,False,100.0,100.0,1924.17,69.2,8,8,None,Completed,0.9,Low
PRJ00101,Maharashtra Water Resources Infra Development Phase-101,Water Resources,Ministry of Jal Shakti,State PWD,NCC Limited,Maharashtra,3045.75,1292.62,0.0,False,2019-06-23,24,24,2021-06-12,2021-06-12,0,False,97.0,77.1,996.14,32.7,10,10,None,On Track,1.7,Low
PRJ00102,Maharashtra Petroleum & Natural Gas Infra Development Phase-102,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,NBCC,GMR Infrastructure,Maharashtra,2265.65,764.11,0.0,False,2021-11-21,36,84,2024-11-05,2028-10-15,48,True,59.6,100.0,1038.06,45.8,10,6,Price escalation of raw materials,Delayed,45.9,Medium
PRJ00103,Maharashtra Mining Infra Development Phase-103,Mining,Ministry of Mines,IFFCO,HCC (Hindustan Construction),Maharashtra,1523.5,1398.13,0.0,False,2021-07-15,84,84,2028-06-08,2028-06-08,0,False,59.9,100.0,1460.41,95.9,6,4,None,On Track,0.0,Low
PRJ00104,Maharashtra Urban Development Infra Development Phase-104,Urban Development,Ministry of Housing & Urban Affairs,PowerGrid,Reliance Infrastructure,Maharashtra,1076.78,1011.48,0.0,False,2022-12-28,24,24,2024-12-17,2024-12-17,0,False,88.8,92.0,930.61,86.4,4,4,None,On Track,6.9,Low
PRJ00105,Maharashtra Water Resources Infra Development Phase-105,Water Resources,Ministry of Jal Shakti,IWAI,Shapoorji Pallonji Infra,Maharashtra,1694.83,5194.37,206.48,True,2017-04-22,60,103,2022-03-27,2025-10-07,43,True,90.3,30.8,1597.59,94.3,4,4,Contractual issues; Poor contractor mobilization,Delayed,100.0,High
PRJ00106,Maharashtra Urban Development Infra Development Phase-106,Urban Development,Ministry of Housing & Urban Affairs,GAIL,Shapoorji Pallonji Infra,Maharashtra,2175.23,3512.1,61.46,True,2017-07-25,84,128,2024-06-18,2028-01-29,44,True,59.9,18.0,633.4,29.1,8,5,Utility shifting delay; Change in project scope,Delayed,86.2,High
PRJ00107,Maharashtra Urban Development Infra Development Phase-107,Urban Development,Ministry of Housing & Urban Affairs,IRCTC,KNR Constructions,Maharashtra,1791.63,2240.66,25.06,True,2020-10-14,84,89,2027-09-08,2028-02-05,5,True,60.5,84.4,1890.14,100.0,10,6,Poor contractor mobilization; Contractual issues,Delayed,29.3,Medium
PRJ00108,Maharashtra Ports & Shipping Infra Development Phase-108,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",BSNL,Larsen & Toubro Infra,Maharashtra,3875.39,1196.86,0.0,False,2017-03-21,84,84,2024-02-13,2024-02-13,0,False,100.0,55.6,665.04,17.2,12,12,None,Completed,2.7,Low
PRJ00109,Maharashtra Railways Infra Development Phase-109,Railways,Ministry of Railways,AAI,KNR Constructions,Maharashtra,2549.13,1047.11,0.0,False,2019-07-08,84,84,2026-06-01,2026-06-01,0,False,97.9,100.0,1930.0,75.7,4,4,None,On Track,1.3,Low
PRJ00110,Maharashtra Fertilizers Infra Development Phase-110,Fertilizers,Ministry of Chemicals & Fertilizers,IRCON,Larsen & Toubro Infra,Maharashtra,998.18,1898.15,90.16,True,2017-05-08,60,64,2022-04-12,2022-08-10,4,True,81.1,35.6,676.45,67.8,6,5,Land acquisition delay,Delayed,68.0,High
PRJ00111,Maharashtra Education Infrastructure Infra Development Phase-111,Education Infrastructure,Ministry of Education,PowerGrid,Larsen & Toubro Infra,Maharashtra,848.05,3593.91,323.79,True,2019-09-05,24,50,2021-08-25,2023-10-14,26,True,87.9,20.6,741.12,87.4,6,5,Change in project scope; Rehabilitation & resettlement issues,Delayed,100.0,High
PRJ00112,Maharashtra Renewable Energy Infra Development Phase-112,Renewable Energy,Ministry of New & Renewable Energy,State Irrigation Dept,Shapoorji Pallonji Infra,Maharashtra,2356.01,779.83,0.0,False,2019-11-16,48,48,2023-10-26,2023-10-26,0,False,100.0,57.0,444.86,18.9,8,8,None,Completed,8.0,Low
PRJ00113,Maharashtra Power Infra Development Phase-113,Power,Ministry of Power,Deendayal Port Trust,Larsen & Toubro Infra,Maharashtra,1545.14,2962.69,91.74,True,2018-04-15,36,44,2021-03-30,2021-11-25,8,True,83.7,17.9,530.85,34.4,6,5,Change in project scope; Rehabilitation & resettlement issues,Delayed,73.6,High
PRJ00114,Maharashtra Roads & Highways Infra Development Phase-114,Roads & Highways,Ministry of Road Transport & Highways,RITES,GMR Infrastructure,Maharashtra,2673.37,1394.12,0.0,False,2021-03-18,84,84,2028-02-10,2028-02-10,0,False,66.2,62.2,866.58,32.4,10,7,None,On Track,7.4,Low
PRJ00115,Maharashtra Renewable Energy Infra Development Phase-115,Renewable Energy,Ministry of New & Renewable Energy,RVNL,J Kumar Infraprojects,Maharashtra,2343.9,1561.38,0.0,False,2019-09-22,60,99,2024-08-26,2027-11-09,39,True,68.5,65.2,1018.39,43.4,4,3,Change in project scope; Price escalation of raw materials,Delayed,37.8,Medium
PRJ00116,Maharashtra Healthcare Infrastructure Infra Development Phase-116,Healthcare Infrastructure,Ministry of Health & Family Welfare,IRCON,GMR Infrastructure,Maharashtra,1699.34,2201.92,29.58,True,2020-11-23,24,37,2022-11-13,2023-12-08,13,True,90.0,69.6,1533.26,90.2,12,11,Court cases/litigation; Forest/environment clearance delay,Delayed,35.9,Medium
PRJ00117,Maharashtra Telecommunications Infra Development Phase-117,Telecommunications,Ministry of Communications,NMDC,Shapoorji Pallonji Infra,Maharashtra,1005.88,1224.04,21.69,True,2020-10-29,96,112,2028-09-17,2030-01-10,16,True,49.8,63.3,774.24,77.0,4,2,Monsoon/weather delays; Forest/environment clearance delay,Delayed,38.1,Medium
PRJ00118,Maharashtra Water Supply & Sanitation Infra Development Phase-118,Water Supply & Sanitation,Ministry of Jal Shakti,AAI,KNR Constructions,Maharashtra,585.9,1839.97,214.04,True,2022-02-27,36,54,2025-02-11,2026-08-05,18,True,67.1,22.0,405.45,69.2,6,4,Law and order problems; Court cases/litigation,Delayed,100.0,High
PRJ00119,Maharashtra Telecommunications Infra Development Phase-119,Telecommunications,Ministry of Communications,NMDC,GR Infraprojects,Maharashtra,2020.8,1156.18,0.0,False,2020-01-12,24,24,2022-01-01,2022-01-01,0,False,98.8,95.9,1109.16,54.9,12,12,None,Completed,0.0,Low
PRJ00120,Maharashtra Postal Infrastructure Infra Development Phase-120,Postal Infrastructure,Ministry of Communications,BSNL,Larsen & Toubro Infra,Maharashtra,737.08,1468.12,99.18,True,2022-03-20,84,131,2029-02-11,2032-12-22,47,True,28.1,66.7,978.59,100.0,10,3,Utility shifting delay; Poor contractor mobilization,Delayed,100.0,High
PRJ00121,Maharashtra Petroleum & Natural Gas Infra Development Phase-121,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,RVNL,Gammon India,Maharashtra,978.53,3286.98,235.91,True,2020-02-17,60,98,2025-01-21,2028-03-06,38,True,66.0,35.9,1179.95,100.0,10,7,COVID-19 related disruption,Delayed,100.0,High
PRJ00122,Maharashtra Healthcare Infrastructure Infra Development Phase-122,Healthcare Infrastructure,Ministry of Health & Family Welfare,Deendayal Port Trust,Larsen & Toubro Infra,Maharashtra,1950.07,2270.46,16.43,True,2021-04-02,48,72,2025-03-12,2027-03-02,24,True,75.1,25.7,582.58,29.9,8,6,Monsoon/weather delays,Delayed,35.7,Medium
PRJ00123,Maharashtra Mining Infra Development Phase-123,Mining,Ministry of Mines,GAIL,Afcons Infrastructure,Maharashtra,1841.55,3280.0,78.11,True,2022-06-21,72,115,2028-05-20,2031-12-01,43,True,33.6,19.1,627.47,34.1,6,2,Delay in tendering/equipment supply; Law and order problems,Delayed,100.0,High
PRJ00124,Maharashtra Coal Infra Development Phase-124,Coal,Ministry of Coal,Deendayal Port Trust,Larsen & Toubro Infra,Maharashtra,801.05,1382.36,72.57,True,2020-02-06,48,64,2024-01-16,2025-05-10,16,True,74.1,42.2,582.73,72.7,12,9,Geological surprises,Delayed,65.5,High
PRJ00125,Maharashtra Ports & Shipping Infra Development Phase-125,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",Coal India Ltd,Larsen & Toubro Infra,Maharashtra,3236.12,2975.13,0.0,False,2021-07-23,60,60,2026-06-27,2026-06-27,0,False,86.0,57.1,1698.93,52.5,10,9,None,On Track,7.6,Low
PRJ00126,Maharashtra Postal Infrastructure Infra Development Phase-126,Postal Infrastructure,Ministry of Communications,Coal India Ltd,IRB Infrastructure,Maharashtra,3188.88,636.59,0.0,False,2022-05-05,48,48,2026-04-14,2026-04-14,0,False,96.8,100.0,1900.19,59.6,10,10,None,On Track,2.1,Low
PRJ00127,Maharashtra Urban Development Infra Development Phase-127,Urban Development,Ministry of Housing & Urban Affairs,NHAI,Shapoorji Pallonji Infra,Maharashtra,2399.03,2201.34,0.0,False,2018-01-17,60,60,2022-12-22,2022-12-22,0,False,100.0,27.7,610.5,25.4,8,8,None,Completed,7.6,Low
PRJ00128,Maharashtra Petroleum & Natural Gas Infra Development Phase-128,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,SAIL,Larsen & Toubro Infra,Maharashtra,2397.37,3087.47,28.79,True,2019-09-24,48,67,2023-09-03,2025-03-26,19,True,90.3,20.0,618.37,25.8,8,7,Monsoon/weather delays; Delay in tendering/equipment supply,Delayed,42.0,Medium
PRJ00129,Maharashtra Telecommunications Infra Development Phase-129,Telecommunications,Ministry of Communications,AAI,IRB Infrastructure,Maharashtra,2399.05,616.96,0.0,False,2021-10-09,84,122,2028-09-02,2031-10-17,38,True,35.8,100.0,1274.61,53.1,12,4,Court cases/litigation; Monsoon/weather delays,Delayed,39.1,Medium
PRJ00130,Maharashtra Urban Development Infra Development Phase-130,Urban Development,Ministry of Housing & Urban Affairs,NBCC,GMR Infrastructure,Maharashtra,3031.16,1392.95,0.0,False,2020-06-09,60,60,2025-05-14,2025-05-14,0,False,89.7,100.0,2017.07,66.5,8,7,None,On Track,5.3,Low
PRJ00131,Maharashtra Petroleum & Natural Gas Infra Development Phase-131,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,NTPC,Shapoorji Pallonji Infra,Maharashtra,2584.9,2200.42,0.0,False,2019-02-28,72,72,2025-01-27,2025-01-27,0,False,85.1,100.0,2259.31,87.4,8,7,None,On Track,0.2,Low
PRJ00132,Maharashtra Inland Waterways Infra Development Phase-132,Inland Waterways,"Ministry of Ports, Shipping & Waterways",NHPC,Megha Engineering (MEIL),Maharashtra,1061.98,3744.24,252.57,True,2019-01-29,48,62,2023-01-08,2024-03-03,14,True,88.9,15.8,592.88,55.8,6,5,Monsoon/weather delays,Delayed,100.0,High
PRJ00133,Maharashtra Coal Infra Development Phase-133,Coal,Ministry of Coal,IWAI,Reliance Infrastructure,Maharashtra,1531.93,1468.0,0.0,False,2022-11-19,48,48,2026-10-29,2026-10-29,0,False,75.2,47.1,691.27,45.1,12,9,None,On Track,11.2,Low
PRJ00134,Maharashtra Steel Infra Development Phase-134,Steel,Ministry of Steel,NTPC,NCC Limited,Maharashtra,5674.68,2909.05,0.0,False,2019-03-07,36,77,2022-02-19,2025-07-03,41,True,80.3,36.1,1049.44,18.5,8,6,Court cases/litigation,Delayed,34.8,Medium
PRJ00135,Maharashtra Power Infra Development Phase-135,Power,Ministry of Power,RITES,Dilip Buildcon Ltd,Maharashtra,421.25,4634.73,1000.23,True,2017-02-27,24,65,2019-02-17,2022-07-01,41,True,74.2,23.3,1079.23,100.0,12,9,Delay in tendering/equipment supply,Delayed,100.0,High
PRJ00136,Maharashtra Railways Infra Development Phase-136,Railways,Ministry of Railways,IRCON,Shapoorji Pallonji Infra,Maharashtra,1311.66,2985.7,127.63,True,2020-04-11,72,104,2026-03-11,2028-10-26,32,True,60.2,26.6,792.75,60.4,6,4,Change in project scope; Poor contractor mobilization,Delayed,100.0,High
PRJ00137,Maharashtra Roads & Highways Infra Development Phase-137,Roads & Highways,Ministry of Road Transport & Highways,IWAI,Larsen & Toubro Infra,Maharashtra,3245.7,1882.83,0.0,False,2020-03-10,60,60,2025-02-12,2025-02-12,0,False,99.0,27.6,519.18,16.0,10,10,None,Completed,9.1,Low
PRJ00138,Maharashtra Housing Infra Development Phase-138,Housing,Ministry of Housing & Urban Affairs,State Irrigation Dept,HCC (Hindustan Construction),Maharashtra,1107.01,2661.38,140.41,True,2020-10-27,36,58,2023-10-12,2025-08-02,22,True,82.5,32.6,867.42,78.4,6,5,Delay in tendering/equipment supply,Delayed,100.0,High
PRJ00139,Maharashtra Housing Infra Development Phase-139,Housing,Ministry of Housing & Urban Affairs,NTPC,Larsen & Toubro Infra,Maharashtra,2624.51,1440.56,0.0,False,2017-09-25,24,24,2019-09-15,2019-09-15,0,False,100.0,100.0,2257.97,86.0,10,10,None,Completed,3.5,Low
PRJ00140,Maharashtra Housing Infra Development Phase-140,Housing,Ministry of Housing & Urban Affairs,RVNL,GMR Infrastructure,Maharashtra,1827.51,2253.14,23.29,True,2017-08-08,48,87,2021-07-18,2024-09-30,39,True,73.1,28.1,633.26,34.7,6,4,Rehabilitation & resettlement issues,Delayed,55.9,High
PRJ00141,Maharashtra Ports & Shipping Infra Development Phase-141,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",Coal India Ltd,IRB Infrastructure,Maharashtra,1158.35,1940.38,67.51,True,2018-05-01,36,67,2021-04-15,2023-11-01,31,True,88.4,52.2,1012.2,87.4,12,11,Shortage of skilled manpower; Price escalation of raw materials,Delayed,69.3,High
PRJ00142,Maharashtra Telecommunications Infra Development Phase-142,Telecommunications,Ministry of Communications,SAIL,KNR Constructions,Maharashtra,358.81,2610.89,627.65,True,2022-01-20,72,102,2027-12-20,2030-06-07,30,True,43.6,100.0,3083.19,100.0,10,4,Poor contractor mobilization; Contractual issues,Delayed,100.0,High
PRJ00143,Maharashtra Healthcare Infrastructure Infra Development Phase-143,Healthcare Infrastructure,Ministry of Health & Family Welfare,Deendayal Port Trust,Patel Engineering,Maharashtra,1988.21,1642.64,0.0,False,2017-09-04,60,60,2022-08-09,2022-08-09,0,False,100.0,38.2,627.53,31.6,12,12,None,Completed,4.3,Low
PRJ00144,Maharashtra Inland Waterways Infra Development Phase-144,Inland Waterways,"Ministry of Ports, Shipping & Waterways",ONGC,J Kumar Infraprojects,Maharashtra,1046.84,2696.84,157.62,True,2019-05-15,36,82,2022-04-29,2026-02-07,46,True,70.6,48.5,1308.75,100.0,8,6,Law and order problems,Delayed,100.0,High
PRJ00145,Maharashtra Petroleum & Natural Gas Infra Development Phase-145,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,GAIL,Tata Projects,Maharashtra,1655.46,1632.66,0.0,False,2017-11-04,36,36,2020-10-19,2020-10-19,0,False,92.5,100.0,2311.16,100.0,6,6,None,On Track,3.1,Low
PRJ00146,Maharashtra Roads & Highways Infra Development Phase-146,Roads & Highways,Ministry of Road Transport & Highways,State PWD,Reliance Infrastructure,Maharashtra,2385.7,3492.97,46.41,True,2022-01-20,36,60,2025-01-04,2026-12-25,24,True,69.3,35.7,1245.61,52.2,12,8,Rehabilitation & resettlement issues; Land acquisition delay,Delayed,57.3,High
PRJ00147,Maharashtra Petroleum & Natural Gas Infra Development Phase-147,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,RITES,Afcons Infrastructure,Maharashtra,2896.12,1738.74,0.0,False,2020-03-04,36,78,2023-02-17,2026-07-31,42,True,87.8,93.9,1632.57,56.4,10,9,Shortage of skilled manpower,Delayed,35.5,Medium
PRJ00148,Maharashtra Coal Infra Development Phase-148,Coal,Ministry of Coal,NMDC,Larsen & Toubro Infra,Maharashtra,1308.98,425.73,0.0,False,2019-03-22,24,71,2021-03-11,2025-01-19,47,True,73.4,100.0,1408.69,100.0,10,7,Shortage of skilled manpower,Delayed,40.2,Medium
